architecture,architecture_id,noise_case,noise_std,noise_std_percent,noise_seed,model_type,projection_failures,resampled_impossible_values,actual_abs_noise_mean_P_percent,actual_abs_noise_mean_I_percent,actual_abs_noise_mean_R_percent,outside_domain_fraction_any,outside_domain_fraction_P,outside_domain_fraction_I,outside_domain_fraction_R,n_total,n_valid,mse_all,rmse_all,mse_O2X,rmse_O2X,mse_O2plus,rmse_O2plus,mse_ne,rmse_ne,phys_rmse_P,phys_rmse_I,phys_rmse_ne
"[30, 30]",30_30,R_only,0.05,5.0,1007,NN_projection,0,0,0.0,0.0,4.10864312109028,0.04,0.0,0.0,0.04,300,300,0.003039558974389811,0.055132195443223654,0.0002643742933024641,0.016259590809810192,0.002129859720721291,0.04615040325632368,0.0016775938467530887,0.040958440482434,2.412909898186287e-06,1.759358742081456e-09,0.009830932312913812
"[30, 30]",30_30,R_only,0.05,5.0,1008,NN,0,0,0.0,0.0,4.2076026035655465,0.02666666666666667,0.0,0.0,0.02666666666666667,300,300,0.0034064777431830552,0.05836503870625852,0.0004652532244197917,0.021569729354347304,0.004703033478332806,0.06857866634991384,0.0045599533256040665,0.06752742646957655,0.01781836060851711,0.21000424027628536,0.009937101006048523
"[30, 30]",30_30,R_only,0.05,5.0,1008,NN_projection,0,0,0.0,0.0,4.2076026035655465,0.02666666666666667,0.0,0.0,0.02666666666666667,300,300,0.003184653380647983,0.056432733237439275,0.0002865729301930531,0.016928465086742304,0.0026565064530018655,0.05154130821973638,0.002164830249541021,0.0465277363466247,2.436433955757148e-06,1.3672211899963423e-09,0.010659317349720877
"[30, 30]",30_30,R_only,0.05,5.0,1009,NN,0,0,0.0,0.0,3.9993961140866707,0.02,0.0,0.0,0.02,300,300,0.0032083077733395175,0.05664192593247088,0.0004365639351473847,0.020894112451774177,0.0045718794562116935,0.06761567463400549,0.004403413181765042,0.06635821864520658,0.01792031053840356,0.19092593702774113,0.009575627935914125
"[30, 30]",30_30,R_only,0.05,5.0,1009,NN_projection,0,0,0.0,0.0,3.9993961140866707,0.02,0.0,0.0,0.02,300,300,0.0029932817559132937,0.05471089247959033,0.00027035172685072853,0.016442375949075258,0.002511249635245188,0.05011237008209837,0.002046688203434559,0.0452403382329814,2.387053768894941e-06,2.0084070112697187e-09,0.010238856049387152
"[30, 30]",30_30,R_only,0.05,5.0,1010,NN,0,0,0.0,0.0,4.063160328001328,0.04666666666666667,0.0,0.0,0.04666666666666667,300,300,0.0032333649574881247,0.056862685106211126,0.0004379283078235759,0.020926736674015275,0.004379002153181121,0.06617402929534456,0.004141058726403873,0.06435105847151136,0.017876318482315325,0.19876523276545205,0.011379003660159788
"[30, 30]",30_30,R_only,0.05,5.0,1010,NN_projection,0,0,0.0,0.0,4.063160328001328,0.04666666666666667,0.0,0.0,0.04666666666666667,300,300,0.0030512281488063735,0.05523792310366469,0.0002602773320683067,0.016133112906947213,0.0026813659780635457,0.05178190782564453,0.002027827181328986,0.045031402169252804,2.467786072983418e-06,1.7030401882842338e-09,0.012273645513727513
"[30, 30]",30_30,R_only,0.05,5.0,1011,NN,0,0,0.0,0.0,4.127170316715718,0.023333333333333334,0.0,0.0,0.023333333333333334,300,300,0.003351518925410748,0.05789230454396118,0.00044318983098423897,0.021052074267972717,0.00482233443858248,0.06944303016561475,0.004702338785835089,0.06857360123134186,0.01775595380920289,0.19211493195326051,0.009478490386797555
"[30, 30]",30_30,R_only,0.05,5.0,1011,NN_projection,0,0,0.0,0.0,4.127170316715718,0.023333333333333334,0.0,0.0,0.023333333333333334,300,300,0.003149413336305185,0.05611963414265265,0.00027563979825779157,0.01660240338799752,0.0029071445864562485,0.05391794308443385,0.0024469413725716287,0.0494665682311966,2.4452837740725318e-06,2.0724217473774374e-09,0.010178899249587162
"[30, 30]",30_30,R_only,0.05,5.0,1012,NN,0,0,0.0,0.0,3.9988010476738403,0.023333333333333334,0.0,0.0,0.023333333333333334,300,300,0.0033220160190797865,0.057636932769534036,0.0004596013461052201,0.02143831490824827,0.004441068877083562,0.066641345102598,0.0043508789065186656,0.06596119242796226,0.017857888197393184,0.1909446125915027,0.008544328781649119
"[30, 30]",30_30,R_only,0.05,5.0,1012,NN_projection,0,0,0.0,0.0,3.9988010476738403,0.023333333333333334,0.0,0.0,0.023333333333333334,300,300,0.0031027723624893508,0.05570253461458779,0.0002903582726670319,0.01703990236671067,0.0020894134530472976,0.04571010230843175,0.0017098694592806414,0.041350567822953065,2.485799559266843e-06,1.7285224484836964e-09,0.009252397294750317
"[30, 30]",30_30,R_only,0.05,5.0,1013,NN,0,0,0.0,0.0,3.913394408334635,0.03333333333333333,0.0,0.0,0.03333333333333333,300,300,0.003246980658822333,0.056982283727684456,0.0004722614444610033,0.02173157712778811,0.004352568305320019,0.06597399719071158,0.004193518645843825,0.06475738294467917,0.018128489925268124,0.19916623060349567,0.009348866112194347
"[30, 30]",30_30,R_only,0.05,5.0,1013,NN_projection,0,0,0.0,0.0,3.913394408334635,0.03333333333333333,0.0,0.0,0.03333333333333333,300,300,0.003036792496317455,0.055107100235064585,0.0002779607776804582,0.016672155759842763,0.0021616077170851524,0.04649309321915625,0.0016639899524253442,0.04079203295283705,2.455254069124856e-06,1.9169291643135197e-09,0.010305670507686517
"[30, 30]",30_30,R_only,0.05,5.0,1014,NN,0,0,0.0,0.0,4.124790369881051,0.02666666666666667,0.0,0.0,0.02666666666666667,300,300,0.0033265569682552204,0.05767631202023254,0.00044350327080128964,0.0210595173449272,0.00501708209493039,0.0708313637799696,0.004894976841433774,0.06996411109585952,0.018112208363417055,0.191192359626942,0.009049420835157139
"[30, 30]",30_30,R_only,0.05,5.0,1014,NN_projection,0,0,0.0,0.0,4.124790369881051,0.02666666666666667,0.0,0.0,0.02666666666666667,300,300,0.003092217871375971,0.05560771413550435,0.0002810784413962907,0.01676539416167394,0.002687004669468467,0.05183632577130122,0.002337066528205202,0.048343215948105915,2.3471593018197147e-06,1.670963762520828e-09,0.009768597943313431
"[30, 30]",30_30,R_only,0.05,5.0,1015,NN,0,0,0.0,0.0,3.9164907711794545,0.03666666666666667,0.0,0.0,0.03666666666666667,300,300,0.0032636433307824207,0.057128305863051995,0.00044295720299837555,0.021046548481838432,0.004572614590920865,0.06762111054190743,0.0044314691838805145,0.0665692810827976,0.018310887617739555,0.19570508129839198,0.009653835031462124
"[30, 30]",30_30,R_only,0.05,5.0,1015,NN_projection,0,0,0.0,0.0,3.9164907711794545,0.03666666666666667,0.0,0.0,0.03666666666666667,300,300,0.003057846351509766,0.05529779698604426,0.000259708677313031,0.01611547943168403,0.0024017396615681587,0.0490075469858282,0.0019378760507753126,0.04402131359665807,2.4667491985914352e-06,1.7143096985527805e-09,0.010584060584953705
"[30, 30]",30_30,R_only,0.05,5.0,1016,NN,0,0,0.0,0.0,4.025887749089023,0.04,0.0,0.0,0.04,300,300,0.003230600504076615,0.0568383717577889,0.0004693134238559561,0.021663642903629023,0.004356104903820195,0.06600079472112585,0.00415233961526184,0.0644386500111683,0.01805372450086304,0.1962075947144755,0.010361053695577178
"[30, 30]",30_30,R_only,0.05,5.0,1016,NN_projection,0,0,0.0,0.0,4.025887749089023,0.04,0.0,0.0,0.04,300,300,0.0030397124125914705,0.055133586973744694,0.0002779758148336378,0.016672606719815526,0.002482926187382382,0.049828969359022285,0.0019084310569768832,0.04368559324281728,2.444720198178597e-06,2.166546709670156e-09,0.011381985382259777
"[30, 30]",30_30,R_only,0.05,5.0,1017,NN,0,0,0.0,0.0,4.04948517842436,0.03666666666666667,0.0,0.0,0.03666666666666667,300,300,0.0033793351098454377,0.05813204890458823,0.0004693793047469628,0.02166516339072851,0.004822548709523702,0.06944457293067402,0.004660577915296083,0.06826842546372432,0.017857888598903287,0.19900831950042366,0.009362130567461902
"[30, 30]",30_30,R_only,0.05,5.0,1017,NN_projection,0,0,0.0,0.0,4.04948517842436,0.03666666666666667,0.0,0.0,0.03666666666666667,300,300,0.0031386840634347393,0.05602395972648434,0.00027350936582410144,0.016538118569659047,0.0024777675701015273,0.04977717920997058,0.0020010057088230013,0.04473260230327542,2.436091538559781e-06,1.9560564524113627e-09,0.010241384115205726
"[30, 30]",30_30,R_only,0.05,5.0,1018,NN,0,0,0.0,0.0,3.989438785553016,0.03,0.0,0.0,0.03,300,300,0.0033350430051215857,0.05774983121292724,0.00043374756153252,0.02082660705762031,0.004901203092386517,0.07000859298962175,0.004661856263705046,0.06827778748396177,0.017925704669285975,0.20507797477178105,0.01160610549405381
"[30, 30]",30_30,R_only,0.05,5.0,1018,NN_projection,0,0,0.0,0.0,3.989438785553016,0.03,0.0,0.0,0.03,300,300,0.0031113921630206223,0.055779854454996766,0.000265081000462436,0.016281308315440623,0.00289743487903111,0.053827826252144995,0.0021664941330099986,0.04654561346689931,2.503866376665243e-06,2.174009580786813e-09,0.012824392602335507
"[30, 30]",30_30,R_only,0.05,5.0,1019,NN,0,0,0.0,0.0,3.8923006032333287,0.03666666666666667,0.0,0.0,0.03666666666666667,300,300,0.0032273182028948145,0.05680949042981124,0.00044095357682032583,0.020998894657108164,0.004437480896286205,0.06661441958229618,0.004297677383303014,0.06555667306463175,0.01794057178155699,0.1990930671180881,0.009747008074769078
"[30, 30]",30_30,R_only,0.05,5.0,1019,NN_projection,0,0,0.0,0.0,3.8923006032333287,0.03666666666666667,0.0,0.0,0.03666666666666667,300,300,0.0030140974225032666,0.05490079619188839,0.0002525275149130612,0.01589111433830432,0.002406601624936217,0.04905712613816893,0.0019208773087377095,0.0438278143276357,2.4126809671602755e-06,1.7545949739501963e-09,0.010646182753847707
"[30, 30]",30_30,P_I_R,0.05,5.0,1000,NN,0,0,3.815003897867574,3.873303012184776,3.8513715820657617,0.04666666666666667,0.016666666666666666,0.0033333333333333335,0.02666666666666667,300,300,0.00367315815643033,0.06060658509131108,0.0019185420113186661,0.043801164497290095,0.004462140162477985,0.0667992527089786,0.004331481449544596,0.06581399129018536,0.017878838217134974,0.19816392995073098,0.009514686124955787
"[30, 30]",30_30,P_I_R,0.05,5.0,1000,NN_projection,0,0,3.815003897867574,3.873303012184776,3.8513715820657617,0.04666666666666667,0.016666666666666666,0.0033333333333333335,0.02666666666666667,300,300,0.0034588358254971975,0.0588118680667193,0.0018340663338140618,0.042826000674987874,0.002461789661571574,0.04961642532036718,0.0019744275805813182,0.0444345313982416,2.433337557040059e-06,1.8773725950981146e-09,0.010174938376586607
"[30, 30]",30_30,P_I_R,0.05,5.0,1001,NN,0,0,3.816020660625231,4.317508049443298,4.137694863685294,0.07,0.02,0.03,0.02,300,300,0.003786913866374822,0.06153790593101802,0.0018980445190828598,0.04356655275647661,0.004815106080052616,0.0693909654065471,0.004681695101568208,0.06842291357117299,0.01761430051618539,0.186959997090868,0.00962167581875347
"[30, 30]",30_30,P_I_R,0.05,5.0,1001,NN_projection,0,0,3.816020660625231,4.317508049443298,4.137694863685294,0.07,0.02,0.03,0.02,300,300,0.0035580591614919315,0.05964946907971547,0.0017764044161350198,0.04214741292339329,0.0026140225682802134,0.051127512830962285,0.0021459222814790347,0.04632410043896195,2.4139241310209563e-06,1.7109011068492208e-09,0.010622235855756083
"[30, 30]",30_30,P_I_R,0.05,5.0,1002,NN,0,0,3.7028628754110864,3.930054501693287,4.085964363154999,0.07,0.016666666666666666,0.016666666666666666,0.04,300,300,0.0035102449669062166,0.05924732033523725,0.0015470765488282685,0.03933289397982646,0.004259985886577584,0.06526856737034745,0.00407990644558797,0.06387414536092025,0.019281655464388717,0.2000443231969823,0.010493215703202085
"[30, 30]",30_30,P_I_R,0.05,5.0,1002,NN_projection,0,0,3.7028628754110864,3.930054501693287,4.085964363154999,0.07,0.016666666666666666,0.016666666666666666,0.04,300,300,0.0033359087601679874,0.0577573264631249,0.001476865893967876,0.03843001293218461,0.002302501694151155,0.04798439010919234,0.0016873268605430254,0.041077084372470075,2.553042221254223e-06,1.949260058847652e-09,0.011671216140440291
"[30, 30]",30_30,P_I_R,0.05,5.0,1003,NN,0,0,3.9581999909799452,3.8113403885498394,4.052355849040815,0.07,0.023333333333333334,0.016666666666666666,0.03,300,300,0.003677175464424091,0.060639718538463644,0.002138218535281081,0.04624087515695482,0.004757995232025982,0.06897822288248648,0.004555271552789564,0.06749275185373288,0.018870118181832887,0.19601600765789462,0.011928602774418741
"[30, 30]",30_30,P_I_R,0.05,5.0,1003,NN_projection,0,0,3.9581999909799452,3.8113403885498394,4.052355849040815,0.07,0.023333333333333334,0.016666666666666666,0.03,300,300,0.003485820483377997,0.059040837421042706,0.0020205916205536904,0.04495099131892077,0.0029722364267096148,0.05451822105231988,0.002294561343357563,0.04790157975847522,2.45947037914439e-06,1.905268269118003e-09,0.013287540037690908
"[30, 30]",30_30,P_I_R,0.05,5.0,1004,NN,0,0,4.1425123137290045,3.7347644524977768,4.045908388897083,0.08333333333333333,0.023333333333333334,0.03333333333333333,0.03,300,300,0.004009076161447385,0.06331726590312776,0.002279518856179307,0.047744307055179964,0.005074790261692033,0.07123756215433003,0.004924956085550888,0.07017803135989843,0.01807267853208461,0.19405017119690965,0.009789330107495815
"[30, 30]",30_30,P_I_R,0.05,5.0,1004,NN_projection,0,0,4.1425123137290045,3.7347644524977768,4.045908388897083,0.08333333333333333,0.023333333333333334,0.03333333333333333,0.03,300,300,0.0037845685186098854,0.06151884685695828,0.002203355452017976,0.04693991320846233,0.0030052939411914976,0.05482056129949325,0.0025607491133712505,0.05060384484771143,2.366913491611632e-06,1.5863110875865794e-09,0.010725473420679178
"[30, 30]",30_30,P_I_R,0.05,5.0,1005,NN,0,0,4.107473849688841,4.104620828260372,4.134663787614079,0.06666666666666667,0.016666666666666666,0.016666666666666666,0.03333333333333333,300,300,0.003702822494754562,0.060850821644038315,0.001962852137945874,0.044304087147190765,0.004540697405968141,0.06738469712010392,0.004378885318924844,0.06617314650917579,0.01913964231213745,0.1999440482366208,0.010002060465887043
"[30, 30]",30_30,P_I_R,0.05,5.0,1005,NN_projection,0,0,4.107473849688841,4.104620828260372,4.134663787614079,0.06666666666666667,0.016666666666666666,0.016666666666666666,0.03333333333333333,300,300,0.00350541053784955,0.05920650756335447,0.0018650625411245569,0.04318636985351462,0.0023881312733816996,0.04886851003848695,0.0018429107817812232,0.04292913674628484,2.48074711693676e-06,1.3861045184161686e-09,0.011025282997301225
"[30, 30]",30_30,P_I_R,0.05,5.0,1006,NN,0,0,3.977921155357079,4.095605078332835,3.7791936512110706,0.06,0.016666666666666666,0.02,0.023333333333333334,300,300,0.004002429522319593,0.06326475734814442,0.002024145540374165,0.0449905050024354,0.005948301285554611,0.07712523118639328,0.005857467435316788,0.07653409328734997,0.019280404798770665,0.2041738031815364,0.01028614252617166
"[30, 30]",30_30,P_I_R,0.05,5.0,1006,NN_projection,0,0,3.977921155357079,4.095605078332835,3.7791936512110706,0.06,0.016666666666666666,0.02,0.023333333333333334,300,300,0.0037343093802660733,0.061108995902944385,0.0020113644720754905,0.04484823822710866,0.003423491994877225,0.05851061437788212,0.0029277828160576514,0.05410899015928547,2.4700143244894126e-06,1.890871898398322e-09,0.011139547236422472
"[30, 30]",30_30,P_I_R,0.05,5.0,1007,NN,0,0,4.10864312109028,3.8883674452521744,4.11391585867066,0.06333333333333334,0.01,0.013333333333333334,0.04,300,300,0.003926956498384949,0.06266543304234759,0.001893359066412848,0.043512746022434025,0.005420527559058696,0.07362423214580031,0.005372069179250687,0.07329440073600907,0.0174894086431721,0.2071321546878904,0.008941966964739744
"[30, 30]",30_30,P_I_R,0.05,5.0,1007,NN_projection,0,0,4.10864312109028,3.8883674452521744,4.11391585867066,0.06333333333333334,0.01,0.013333333333333334,0.04,300,300,0.003681032310250014,0.06067151152105916,0.0017950815926006637,0.04236840323402174,0.003111357082640533,0.05577954000025935,0.0027802543072112324,0.05272811685629625,2.3256238660294384e-06,1.7651956301162725e-09,0.009565144135488193
"[30, 30]",30_30,P_I_R,0.05,5.0,1008,NN,0,0,4.2076026035655465,3.8435178259511678,3.9986024906083073,0.07,0.02,0.01,0.043333333333333335,300,300,0.0037405491990965233,0.061160029423607404,0.002132569221968423,0.04617974904618282,0.004443167162056129,0.0666570863603873,0.004339378451359471,0.06587395882561994,0.019031536815375522,0.21347852064520523,0.009504200058852835
"[30, 30]",30_30,P_I_R,0.05,5.0,1008,NN_projection,0,0,4.2076026035655465,3.8435178259511678,3.9986024906083073,0.07,0.02,0.01,0.043333333333333335,300,300,0.003541365317949386,0.05950937168168881,0.00200231042496665,0.04474718343054287,0.0023857995389631316,0.04884464698370879,0.0019294335133550914,0.04392531745309408,2.5144678067687698e-06,2.037296438371104e-09,0.010139229564022943
"[30, 30]",30_30,P_I_R,0.05,5.0,1009,NN,0,0,3.9993961140866707,4.0229277239802705,3.7933808541705814,0.07666666666666666,0.023333333333333334,0.013333333333333334,0.043333333333333335,300,300,0.0035779913117500754,0.05981631309057819,0.0019231824990142464,0.043854104699722764,0.00444160985498637,0.06664540385492738,0.004240450403728815,0.06511874080269685,0.02062148958376901,0.2038769956154865,0.010057269934993257
"[30, 30]",30_30,P_I_R,0.05,5.0,1009,NN_projection,0,0,3.9993961140866707,4.0229277239802705,3.7933808541705814,0.07666666666666666,0.023333333333333334,0.013333333333333334,0.043333333333333335,300,300,0.003406982019613946,0.05836935856777892,0.0018745198250985278,0.043295725252021446,0.002496540650278282,0.04996539452739548,0.001971304007506096,0.04439936944942007,2.41491519221568e-06,1.9190129269169506e-09,0.011008172785195482
"[30, 30]",30_30,P_I_R,0.05,5.0,1010,NN,0,0,4.063160328001328,3.8382349214730036,4.057064224804161,0.06666666666666667,0.013333333333333334,0.016666666666666666,0.03666666666666667,300,300,0.0038400441018508536,0.06196808938357591,0.001959359452657683,0.04426465240638045,0.0054491353910172185,0.07381825919796009,0.005243282441456002,0.07241051333512284,0.018515098854059067,0.19995897905299084,0.012100987838612158
"[30, 30]",30_30,P_I_R,0.05,5.0,1010,NN_projection,0,0,4.063160328001328,3.8382349214730036,4.057064224804161,0.06666666666666667,0.013333333333333334,0.016666666666666666,0.03666666666666667,300,300,0.0036320156066530686,0.06026620617438158,0.0018705126488453557,0.04324942368223368,0.003475680294568954,0.058954900513604074,0.002821461693376401,0.053117433045812755,2.4229967236166718e-06,1.869717829766321e-09,0.013040077734099435
"[30, 30]",30_30,P_I_R,0.05,5.0,1011,NN,0,0,4.127170316715718,4.15041315857801,4.413453333455976,0.09,0.02,0.016666666666666666,0.05333333333333334,300,300,0.0038640593507997248,0.06216155846501698,0.002062893653271397,0.0454190890845622,0.005215831426589185,0.07222071327942688,0.005113607856818009,0.07150949487178615,0.019544276480222087,0.2041760431014501,0.00899367045564445
"[30, 30]",30_30,P_I_R,0.05,5.0,1011,NN_projection,0,0,4.127170316715718,4.15041315857801,4.413453333455976,0.09,0.02,0.016666666666666666,0.05333333333333334,300,300,0.00365912408536963,0.06049069420472566,0.0020418168778187163,0.04518646786172511,0.0031282036901355923,0.0559303467728888,0.0027908369524103694,0.05282837260800648,2.3555501142868727e-06,1.61353597186169e-09,0.009623586511427645
"[30, 30]",30_30,P_I_R,0.05,5.0,1012,NN,0,0,3.9988010476738403,3.542886088297871,3.5866634523293652,0.056666666666666664,0.03,0.01,0.016666666666666666,300,300,0.0037357900902200603,0.06112111002117076,0.0021712649538939673,0.046596834161710676,0.004737745449446891,0.06883128249166139,0.004660828743412197,0.068270262511669,0.018464304456352266,0.1905725451506726,0.009191434476842595
"[30, 30]",30_30,P_I_R,0.05,5.0,1012,NN_projection,0,0,3.9988010476738403,3.542886088297871,3.5866634523293652,0.056666666666666664,0.03,0.01,0.016666666666666666,300,300,0.003508209744502308,0.059230142195526664,0.002122871303157338,0.04607462754225299,0.0024254651515675622,0.04924901168112475,0.002025967561420448,0.045010749398565315,2.4455708923984225e-06,1.629349674964351e-09,0.009536322104158898
"[30, 30]",30_30,P_I_R,0.05,5.0,1013,NN,0,0,3.913394408334635,4.172700493590865,4.09250101166436,0.06,0.02,0.023333333333333334,0.016666666666666666,300,300,0.003914712033316746,0.06256765964391466,0.0022074346576372327,0.04698334447053799,0.00523455756889267,0.0723502423554522,0.005098221355373032,0.0714018301962424,0.017866067764928953,0.18609161713001685,0.00948757065635682
"[30, 30]",30_30,P_I_R,0.05,5.0,1013,NN_projection,0,0,3.913394408334635,4.172700493590865,4.09250101166436,0.06,0.02,0.023333333333333334,0.016666666666666666,300,300,0.003683312305072975,0.060690298278003006,0.0021008152238894038,0.04583465090834012,0.0031037260137068146,0.05571109417079164,0.002622171345995891,0.05120714155267692,2.415169602227566e-06,2.1291105836077334e-09,0.010412694428853772
"[30, 30]",30_30,P_I_R,0.05,5.0,1014,NN,0,0,4.124790369881051,3.829149311838435,3.961388773483209,0.06,0.013333333333333334,0.013333333333333334,0.03333333333333333,300,300,0.003728559724709955,0.061061933515979945,0.0020440335732612768,0.045210989518714106,0.004233134870583164,0.06506254583539722,0.004126767144872917,0.06423991862442634,0.017389445611814155,0.19452814772968255,0.009330842114535175
"[30, 30]",30_30,P_I_R,0.05,5.0,1014,NN_projection,0,0,4.124790369881051,3.829149311838435,3.961388773483209,0.06,0.013333333333333334,0.013333333333333334,0.03333333333333333,300,300,0.003543914702749312,0.05953078785594318,0.00195644525665848,0.04423172228908207,0.00233289073452907,0.04830000760382001,0.0018336362904262692,0.04282097955939669,2.4993342191183984e-06,1.914816021274211e-09,0.010182428161082845
"[30, 30]",30_30,P_I_R,0.05,5.0,1015,NN,0,0,3.9164907711794545,3.905862282309469,3.957156428564052,0.04,0.02,0.006666666666666667,0.016666666666666666,300,300,0.0037944972785353623,0.06159949089509882,0.0021272659546866276,0.04612229346733126,0.00469521800930978,0.06852166087676057,0.00459759765425119,0.06780558719051985,0.018420684057256637,0.20095403886141536,0.008341196636354567
"[30, 30]",30_30,P_I_R,0.05,5.0,1015,NN_projection,0,0,3.9164907711794545,3.905862282309469,3.957156428564052,0.04,0.02,0.006666666666666667,0.016666666666666666,300,300,0.0035734978578645426,0.05977874085211684,0.0020150457778744233,0.044889261275659495,0.0024719264559368227,0.04971847197910272,0.0021624297944714166,0.04650193323369918,2.3618016294268143e-06,1.715648411706085e-09,0.008744791410248743
"[30, 30]",30_30,P_I_R,0.05,5.0,1016,NN,0,0,4.025887749089023,4.100397543414134,4.233305744787416,0.08,0.01,0.023333333333333334,0.04666666666666667,300,300,0.0039555513745549754,0.0628931743081471,0.002324361112030142,0.048211628390152333,0.005075908177969362,0.07124540811848411,0.00492336758659782,0.07016671281026225,0.017869336348576587,0.19787044165911288,0.00980308842851494
"[30, 30]",30_30,P_I_R,0.05,5.0,1016,NN_projection,0,0,4.025887749089023,4.100397543414134,4.233305744787416,0.08,0.01,0.023333333333333334,0.04666666666666667,300,300,0.003728819159866744,0.06106405783983524,0.0022003137692449205,0.04690750227037164,0.002766094440012407,0.052593673003626655,0.002257686400262568,0.04751511759706134,2.4580225672371606e-06,1.7489528394702188e-09,0.010919249096902329
"[30, 30]",30_30,P_I_R,0.05,5.0,1017,NN,0,0,4.04948517842436,4.23799927961693,3.7253823713338976,0.03666666666666667,0.0,0.016666666666666666,0.02,300,300,0.0037594153705986766,0.06131407155456793,0.002072084425212562,0.04552015405523758,0.004670771607532688,0.06834304359283898,0.004585036559442057,0.06771289802867735,0.01716290994412523,0.19324511300065567,0.009531099271196334
"[30, 30]",30_30,P_I_R,0.05,5.0,1017,NN_projection,0,0,4.04948517842436,4.23799927961693,3.7253823713338976,0.03666666666666667,0.0,0.016666666666666666,0.02,300,300,0.0035514363346135797,0.05959392867242082,0.0018538263268878985,0.0430560835061423,0.002723325211553665,0.05218548851504281,0.0022618611597346474,0.04755902816221803,2.4074465504134996e-06,1.7329029769004282e-09,0.010493009894260741
"[30, 30]",30_30,P_I_R,0.05,5.0,1018,NN,0,0,3.989438785553016,3.794058662142001,3.9619275107296277,0.08,0.016666666666666666,0.023333333333333334,0.04,300,300,0.0036939080066331026,0.0607775287966951,0.0019506708662772314,0.04416639974321239,0.004591349738106871,0.06775949924628186,0.004423345103667495,0.06650823335247671,0.018507331311658663,0.19990574171289946,0.009281233365234398
"[30, 30]",30_30,P_I_R,0.05,5.0,1018,NN_projection,0,0,3.989438785553016,3.794058662142001,3.9619275107296277,0.08,0.016666666666666666,0.023333333333333334,0.04,300,300,0.003505643642697987,0.05920847610518267,0.0019391997533342487,0.044036345821766916,0.0025600283187708485,0.050596722411346454,0.0021173018925907832,0.04601414883044978,2.4594811195074326e-06,1.2361622867132357e-09,0.010197679584281126
"[30, 30]",30_30,P_I_R,0.05,5.0,1019,NN,0,0,3.8923006032333287,4.140863054702285,4.129803118146926,0.04666666666666667,0.006666666666666667,0.016666666666666666,0.023333333333333334,300,300,0.003940829981597669,0.06277603031092098,0.0019421697194623208,0.044070054679593046,0.005401667907907769,0.0734960400831757,0.005215115103400796,0.07221575384499421,0.018583004741045052,0.19495135216239778,0.01072053665715193
"[30, 30]",30_30,P_I_R,0.05,5.0,1019,NN_projection,0,0,3.8923006032333287,4.140863054702285,4.129803118146926,0.04666666666666667,0.006666666666666667,0.016666666666666666,0.023333333333333334,300,300,0.003752802442736164,0.06126012114529455,0.0017666114484130328,0.04203107717407481,0.0036722147058720848,0.060598801191707456,0.003125275696042491,0.05590416528347857,2.462289267376661e-06,1.972162530285196e-09,0.011864487228830057
"[30, 30]",30_30,P_only,0.1,10.0,1000,NN,0,0,7.630007795735148,0.0,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,300,300,0.004011214132696138,0.06333414665641385,0.006204070085389248,0.07876591956797843,0.0037846570005620156,0.06151956599783532,0.003637806242561772,0.060314229188159006,0.019273289502843377,0.1933722597877038,0.009083451850881497
"[30, 30]",30_30,P_only,0.1,10.0,1000,NN_projection,0,0,7.630007795735148,0.0,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,300,300,0.003828033302122068,0.061871102318627455,0.006467148643319964,0.08041858394251894,0.0017496618888052787,0.04182895992975774,0.0012837727415283997,0.03582977451126925,2.4207268537279336e-06,2.0229291763618506e-09,0.009742664290818992
"[30, 30]",30_30,P_only,0.1,10.0,1001,NN,0,0,7.632041321250462,0.0,0.0,0.02666666666666667,0.02666666666666667,0.0,0.0,300,300,0.003953440969883309,0.06287639437724868,0.00559419914890365,0.07479437912639993,0.00412964205594476,0.06426229108851286,0.003990594110456846,0.0631711493520329,0.018543535567420225,0.18867544512488788,0.009340697836357548
"[30, 30]",30_30,P_only,0.1,10.0,1001,NN_projection,0,0,7.632041321250462,0.0,0.0,0.02666666666666667,0.02666666666666667,0.0,0.0,300,300,0.003737384632693699,0.061134152751908644,0.005704697973578801,0.07552945103453884,0.0018088378335569969,0.04253043420372048,0.0013678315454017083,0.03698420670234402,2.3937616666015708e-06,2.0112943005358055e-09,0.01022499710670122
"[30, 30]",30_30,P_only,0.1,10.0,1002,NN,0,0,7.405725750822173,0.0,0.0,0.016666666666666666,0.016666666666666666,0.0,0.0,300,300,0.003819302765290714,0.061800507807709106,0.004838523753012044,0.06955949793530747,0.003983073132889844,0.06311159269809188,0.003825153563361754,0.06184782585800211,0.022123344664519172,0.19469454171977796,0.009231998695299792
"[30, 30]",30_30,P_only,0.1,10.0,1002,NN_projection,0,0,7.405725750822173,0.0,0.0,0.016666666666666666,0.016666666666666666,0.0,0.0,300,300,0.0036365724837988805,0.06030400056214248,0.0051371705355911556,0.0716740576191355,0.0018188549115397182,0.04264803526001776,0.0013551308878900535,0.03681210246495103,2.4389114978281176e-06,1.7081312788269076e-09,0.010051434979647686
